ISIN,Country,Region,Sector,Rating,Currency,Issue_Date,Maturity_Date,MTY_YEARS,Coupon,YLD_YTM_MID,DUR_ADJ_MID,Price,Outstanding_Amount_M,Market_Value,Benchmark_Weight
SWK6RE4Q6QDY,Switzerland,Europe,Energy,A,USD,2023-06-12,2042-01-18,18.6191,7.1817,6.6821,13.9643,105.6807,4404.77,4654.99,0.0009032510578513948
IN4LMCT64Z7W,Indonesia,Asia,Communications,AAA,USD,2026-03-08,2050-01-07,23.8547,4.3039,3.8463,17.891,109.2147,7783.23,8500.44,0.0016494195309124855
ME2SEHE2ATN2,Mexico,North America,Corporate,A+,USD,2022-11-24,2045-07-06,22.6325,8.2529,5.7849,16.9743,140.0014,2195.24,3073.36,0.0005963526605123025
METWDL9ZS13C,Mexico,North America,Utility,A-,USD,2024-09-14,2033-03-11,8.4945,6.39,6.2265,6.3709,100.6073,6171.95,6209.43,0.0012048735262920407
RU9XQYM52XG8,Russia,Europe,Energy,BB-,EUR,2023-08-02,2044-12-15,21.3882,10.1972,9.1546,16.0412,116.2048,6230.58,7240.24,0.0014048911896906292
MEP6BEFFLZM7,Mexico,North America,Industrial,AA-,USD,2026-02-13,2053-02-19,27.0373,3.7383,4.4496,20.278,84.9897,5431.07,4615.85,0.0008956563591722777
US64JWTEKTSG,United States,North America,Utility,BB+,EUR,2021-07-26,2031-02-25,9.5921,8.8639,8.4012,7.1941,105.446,3581.17,3776.2,0.0007327312506919321
CA7FXZV4U3BB,Canada,North America,Corporate,A-,USD,2025-05-08,2037-07-03,12.1624,4.8955,5.5244,9.1218,93.438,9635.82,9003.53,0.0017470387684821599
POXUX1OXRWK8,Poland,Europe,Technology,BBB-,USD,2023-10-28,2038-06-03,14.6104,8.0607,8.0807,10.9578,100.1642,4134.0,4140.79,0.0008034760435232895
MER2YKCCPRHV,Mexico,North America,Communications,A,AUD,2025-04-28,2053-04-04,27.956,5.2314,6.3866,20.967,75.5427,7985.07,6032.14,0.0011704722966338732
HOLZ049ENULQ,Hong Kong,Asia,Communications,BB,EUR,2021-09-22,2043-07-22,21.8449,8.511,8.8018,16.3836,94.8277,3745.91,3552.16,0.0006892586831888812
CAJIDKNWI5FL,Canada,North America,Financial,BBB,USD,2023-01-09,2033-07-27,10.5547,7.5004,7.5967,7.916,99.6032,5882.47,5859.12,0.0011368996148387568
MEUL1RSRLA8S,Mexico,North America,Government,BBB-,USD,2023-01-31,2042-08-26,19.5826,9.2695,8.701,14.687,108.9483,3394.45,3698.2,0.000717596184341111
US8HMBR5XQT4,United States,North America,Financial,AA+,USD,2022-12-14,2031-03-17,8.2612,4.1958,4.0253,6.1959,100.8312,8689.14,8761.36,0.0017000482682491041
SAP501NOUHTC,Saudi Arabia,Middle East,Energy,A,GBP,2024-12-30,2035-11-18,10.8909,5.0337,6.0988,8.1682,90.9948,3991.58,3632.13,0.0007047760069847168
CAS1K9YE9O2M,Canada,North America,Utility,BBB,USD,2023-06-26,2027-09-20,4.239,7.9513,7.4648,3.1793,101.6112,4675.36,4750.69,0.0009218206200279791
CA71HSSBELRQ,Canada,North America,Communications,BB-,USD,2024-07-03,2043-05-13,18.8715,8.2988,8.5123,14.1536,98.4697,1052.56,1036.45,0.00020111204511934037
ZAVSLWF90KM3,South Africa,Africa,Technology,BBB+,USD,2023-03-31,2037-04-14,14.0494,6.0547,6.6151,10.5371,95.0317,6515.3,6191.6,0.0012014138053556929
USTZK3NY9V20,United States,North America,Technology,BB,USD,2025-12-24,2045-06-08,19.4691,10.2313,9.7607,14.6018,107.6018,8024.89,8634.92,0.0016755139376157986
GBYAR821UZVG,United Kingdom,Europe,Technology,BB+,USD,2021-06-27,2046-08-22,25.1711,8.6073,8.7091,18.8783,97.5107,4476.52,4365.08,0.0008469971208543877
HOWW4FYB8DAL,Hong Kong,Asia,Corporate,A-,USD,2026-02-21,2043-02-12,16.9887,7.2405,6.3053,12.7415,111.4226,6478.34,7218.33,0.001400639788360546
USFYO1750CEH,United States,North America,Industrial,AA-,USD,2025-03-28,2034-09-03,9.4438,5.4398,5.5983,7.0829,98.8499,1925.46,1903.32,0.00036931890367749806
CALXSLG6MM1Z,Canada,North America,Communications,AA,USD,2022-05-12,2035-05-25,13.0453,4.528,4.0334,9.784,104.7225,1764.88,1848.22,0.0003586273375758283
USXYVGIUI9KK,United States,North America,Government,AAA,GBP,2023-04-02,2027-05-21,4.1397,4.3772,3.4558,3.1048,104.2711,9003.62,9388.17,0.001821674049522927
GEHZLM72JEYN,Germany,Europe,Utility,A-,USD,2022-05-18,2028-07-29,6.2047,7.0771,7.1072,4.6535,100.1191,954.39,955.53,0.0001854103839769244
ME9382KKZMPJ,Mexico,North America,Financial,AAA,USD,2024-07-02,2028-06-29,3.9952,2.9624,3.505,2.9964,97.605,9920.09,9682.51,0.0018787875806729358
NIRHT7ZEWVIY,Nigeria,Africa,Technology,AA,USD,2022-10-20,2029-09-02,6.8751,4.6193,3.3641,5.1563,106.6606,1152.77,1229.55,0.00023858103630323212
GETWBOZD1AT7,Germany,Europe,Technology,BBB+,EUR,2023-09-08,2043-03-01,19.4906,5.6888,6.5693,14.6179,88.0917,3561.05,3136.99,0.000608699381946953
MEO75RH8LX6D,Mexico,North America,Communications,AA+,EUR,2025-05-11,2043-08-27,18.3078,6.3372,3.9736,13.7309,132.8761,1988.07,2641.66,0.0005125858894398732
USUT076G5G79,United States,North America,Communications,AA+,USD,2024-01-02,2036-05-31,12.4207,3.9249,5.0281,9.3155,89.5018,8925.79,7988.74,0.0015501296148648551
GBOR7875AUD9,United Kingdom,Europe,Corporate,A-,JPY,2023-09-27,2032-12-19,9.2361,7.1992,6.3616,6.9271,104.9882,4875.13,5118.31,0.0009931533519752724
INK9TR74QGEF,Indonesia,Asia,Energy,A-,USD,2025-08-14,2029-02-14,3.508,6.6934,6.6631,2.631,99.9854,7396.81,7395.73,0.0014350623623430546
CHQJG02U1G46,China,Asia,Technology,AA,USD,2025-07-23,2037-02-19,11.5867,6.7575,4.4571,8.6901,121.0661,5329.43,6452.13,0.0012519668673605573
ME3SDYGFLIJI,Mexico,North America,Technology,BB-,USD,2022-09-30,2040-11-22,18.1608,9.6669,9.1888,13.6206,106.2614,2843.45,3021.49,0.0005862878413890063
GE18K0AXYCEL,Germany,Europe,Utility,BBB+,USD,2022-03-04,2048-10-14,26.6349,8.0901,6.9902,19.9761,121.1138,8243.62,9984.16,0.0019373195391950535
FROS6ZLE6KWH,France,Europe,Government,BB-,USD,2025-09-05,2042-05-05,16.6765,9.7558,9.1076,12.5073,107.9873,3605.85,3893.86,0.0007555619161642092
MEEF0VOTQTXH,Mexico,North America,Energy,BBB+,USD,2021-10-23,2027-04-19,5.492,8.9367,7.2098,4.119,106.7137,8918.86,9517.65,0.00184679825966529
SPI15CQZCUCT,Spain,Europe,Energy,A+,USD,2025-10-07,2032-10-02,6.9944,5.9998,4.7372,5.2458,106.0714,6602.09,7002.93,0.001358843720514817
CASUFLSEHUDS,Canada,North America,Technology,AA-,USD,2025-11-16,2044-10-04,18.8977,7.8852,6.2791,14.1732,124.3264,717.86,892.49,0.00017317814573646588
ME3QSQCQ30O3,Mexico,North America,Energy,AA,USD,2024-11-01,2036-03-08,11.3587,5.8473,4.5408,8.519,110.2261,7487.3,8252.96,0.0016013986819317005
ME0UBMC97C7B,Mexico,North America,Utility,AAA,USD,2023-08-30,2046-03-30,22.5986,2.4413,3.3485,16.9489,85.6818,2148.06,1840.5,0.0003571293540857214
ITO119XP9N56,Italy,Europe,Communications,BB+,EUR,2025-12-24,2055-09-17,29.7515,7.162,9.0993,22.3137,55.517,3941.24,2188.06,0.00042456965743048274
USNYXTXMGTT0,United States,North America,Financial,AAA,USD,2024-05-17,2042-10-13,18.4214,1.7784,3.6743,13.8161,73.9755,9436.45,6980.67,0.0013545244054254672
CAIAAKYTT3IM,Canada,North America,Corporate,AA,USD,2026-03-09,2041-02-06,14.9285,4.7441,4.8469,11.1964,99.7578,973.5,971.14,0.0001884393376402105
COJ70E3P15AH,Colombia,Latin America,Government,BBB+,EUR,2023-01-07,2046-06-08,23.4344,7.2497,7.714,17.5758,91.4931,4288.94,3924.09,0.0007614277245717134
SADBVZB0OIH5,Saudi Arabia,Middle East,Utility,A+,USD,2025-03-09,2028-10-12,3.5975,5.2505,5.9432,2.6981,98.0646,4574.43,4485.89,0.0008704390101600634
INCSK30LVYLK,India,Asia,Utility,BBB,USD,2024-09-08,2027-08-17,2.9412,8.6757,7.6226,2.2059,104.3562,3786.24,3951.18,0.0007666842495389408
MEFXHKC856WP,Mexico,North America,Technology,A,JPY,2021-06-08,2024-01-17,2.6111,5.6065,5.4684,1.9583,100.012,8364.75,8365.75,0.0016232843759536124
INR97Y2LOFN1,India,Asia,Government,A+,AUD,2023-02-27,2032-05-01,9.1828,5.1256,5.9634,6.8871,94.8411,3713.5,3521.92,0.0006833909343882553
USR4KZ36U8UE,United States,North America,Communications,BB,USD,2023-01-11,2028-03-21,5.1947,10.3257,8.6963,3.896,106.6118,5678.5,6053.95,0.0011747042940327371
ZAIHX74D0GJY,South Africa,Africa,Corporate,BB,EUR,2021-11-17,2025-10-08,3.8947,10.8785,8.7048,2.921,107.2899,2648.4,2841.46,0.0005513549440154381
AUV5G10UR5L8,Australia,Asia,Industrial,A+,CAD,2023-05-03,2049-02-11,25.7993,6.0554,6.3163,19.3495,95.896,1563.39,1499.23,0.0002909095580146352
MEA78E9RIVH6,Mexico,North America,Communications,AA,EUR,2025-04-01,2032-11-17,7.6382,4.2838,4.1554,5.7286,101.8017,7705.04,7843.86,0.0015220171993147657
CHT1NTMJSRD9,China,Asia,Communications,BBB+,JPY,2024-08-31,2051-04-11,26.6283,8.1712,7.7913,19.9712,109.415,1394.44,1525.73,0.00029605159978767057
USQ46NOUHFJ7,United States,North America,Corporate,AA-,EUR,2021-05-08,2033-10-03,12.4141,5.5831,6.0095,9.3106,97.1788,7868.31,7646.33,0.0014836886139778722
KUUPFLN4RXYJ,Kuwait,Middle East,Corporate,BBB+,USD,2025-11-14,2050-01-19,24.1999,5.4044,6.5283,18.1499,78.4595,9021.1,7077.91,0.0013733927881428242
IT38XRG2GZR7,Italy,Europe,Energy,BB,USD,2023-12-02,2043-01-30,19.1772,9.0022,9.2678,14.3829,96.6641,9843.45,9515.08,0.0018462995786329615
USTXCB48Y1O4,United States,North America,Technology,BBB+,JPY,2021-10-27,2042-02-15,20.3202,6.8738,7.5017,15.2401,90.7706,3536.83,3210.41,0.0006229457482479439
ZAIZASNWYWRR,South Africa,Africa,Technology,A+,EUR,2022-10-21,2042-07-24,19.7708,4.3668,5.2288,14.8281,87.5829,7025.18,6152.86,0.0011938967224014514
USATATJ9A3Y3,United States,North America,Utility,AA+,USD,2025-09-12,2038-04-20,12.6128,3.8738,4.1692,9.4596,97.3741,7247.31,7057.0,0.001369335426124931
ME6DDFGS3JON,Mexico,North America,Corporate,BB,USD,2022-11-24,2034-11-27,12.0184,9.793,9.6588,9.0138,101.3223,5491.63,5564.25,0.0010796832428532873
CAOU9IY4X41D,Canada,North America,Energy,AAA,USD,2026-03-17,2032-03-05,5.9752,3.7166,3.108,4.4814,101.5854,5983.87,6078.74,0.0011795145285819276
GBNTCAGRP2U4,United Kingdom,Europe,Government,AA-,EUR,2024-12-30,2029-12-20,4.9776,5.5428,6.0074,3.7332,98.4666,2161.37,2128.23,0.0004129602853821542
KRDTBH55RBC7,South Korea,Asia,Government,BBB+,USD,2021-12-06,2026-01-31,4.1582,9.0021,7.0632,3.1186,105.0465,815.3,856.44,0.0001661830285320159
CA6UB7L8V1ZO,Canada,North America,Utility,AA-,JPY,2021-06-04,2044-11-09,23.4498,3.449,4.6611,17.5874,79.5168,9118.35,7250.62,0.0014069053177511617
SWCFI4O6L1F9,Switzerland,Europe,Financial,BB+,USD,2025-12-06,2038-07-19,12.6261,9.671,8.5704,9.4696,110.6751,1551.85,1717.51,0.0003332644590794715
PO0S9BP4M18O,Poland,Europe,Communications,BBB+,USD,2024-07-04,2053-07-17,29.0548,6.5331,6.9683,21.7911,91.2666,9152.32,8353.01,0.0016208123151163116
JA1BJ9RM7PYX,Japan,Asia,Utility,AA-,AUD,2023-04-26,2042-09-13,19.3976,4.9176,5.4443,14.5482,92.996,1569.51,1459.59,0.000283217839679423
ITDW2ZCFZW0L,Italy,Europe,Communications,AAA,USD,2022-06-27,2024-10-30,2.3473,4.1367,3.3068,1.7605,100.9083,1205.29,1216.24,0.00023599837305798304
CADALMJEGQTO,Canada,North America,Energy,BBB,USD,2021-05-23,2048-08-26,27.2811,8.1158,7.3214,20.4608,116.8129,8462.45,9885.23,0.0019181232300400954
MEAMDVLNKND6,Mexico,North America,Financial,AA+,USD,2022-09-07,2043-02-12,20.4471,5.474,5.1264,15.3353,106.493,1591.86,1695.22,0.0003289393228107561
US69UGNEKRCP,United States,North America,Government,AA-,JPY,2025-01-02,2028-10-24,3.8112,8.0142,5.3266,2.8584,105.8721,4628.66,4900.46,0.0009508818878146777
JAPRCJIWVHDK,Japan,Asia,Financial,BBB-,USD,2024-11-10,2031-08-19,6.7763,8.8778,7.656,5.0822,107.959,7175.02,7746.08,0.0015030440353688262
ME8LW2LM349E,Mexico,North America,Utility,BB,USD,2024-09-25,2048-09-29,24.029,9.3555,9.2121,18.0218,104.0623,5309.53,5525.22,0.001072109888498511
NEL8HL88KZRU,Netherlands,Europe,Energy,BBB,USD,2025-08-08,2028-09-17,3.1134,7.5854,7.8056,2.3351,97.418,2362.93,2301.92,0.0004466629735164378
ITIN3OEUVTYT,Italy,Europe,Communications,AAA,USD,2022-09-09,2024-11-03,2.1542,4.033,3.2575,1.6156,98.8685,2575.84,2546.7,0.0004941599163543095
CA8QZPKY32OR,Canada,North America,Energy,BBB,USD,2024-10-21,2029-03-29,4.4386,6.9116,6.7794,3.3289,101.7705,8858.7,9015.54,0.001749369180621562
SWWIXZ2C9ROS,Switzerland,Europe,Industrial,BB+,USD,2025-12-21,2040-07-30,14.6167,6.6321,8.1458,10.9625,81.6027,9122.3,7444.05,0.0014444383419080762
GE7YT2M6TWD1,Germany,Europe,Industrial,BBB-,AUD,2024-11-23,2049-11-14,24.9936,8.0186,7.2079,18.7452,115.7319,885.31,1024.58,0.00019880879848364487
CHXMXB9YO18P,Chile,Latin America,Corporate,AA-,USD,2024-09-10,2039-06-16,14.7746,4.2781,5.0967,11.081,91.8487,4340.28,3986.49,0.0007735357776523702
USAJSSUUQO1V,United States,North America,Technology,AA+,EUR,2025-02-01,2046-01-28,21.0028,4.2893,4.057,15.7521,104.5737,5270.46,5511.52,0.0010694515499215078
USSMADO8E7FL,United States,North America,Government,A-,JPY,2024-06-29,2046-10-01,22.2712,8.2916,6.605,16.7034,128.7314,5558.68,7155.77,0.0013885006889899389
SWQHRRPZLK3E,Switzerland,Europe,Industrial,BBB-,CAD,2023-03-03,2047-10-10,24.6246,9.7245,8.4588,18.4685,122.5095,6696.77,8204.18,0.0015919334442830717
IN4XYF9IGFU8,India,Asia,Financial,AA+,USD,2026-02-13,2030-04-16,4.1732,3.8297,4.5003,3.1299,99.2935,8313.01,8254.28,0.0016016548138237917
CHIOGXPBWHVN,China,Asia,Government,A-,USD,2023-03-12,2041-06-25,18.3016,7.4075,6.375,13.7262,115.2996,4058.25,4679.15,0.0009079390476339055
USZH13CD5GLQ,United States,North America,Technology,AA-,USD,2024-10-15,2048-02-08,23.3334,7.0508,5.6552,17.5,123.8624,4391.47,5439.38,0.0010554535539401202
CAJ5SXVWVM4W,Canada,North America,Communications,A+,USD,2022-04-24,2047-11-11,25.5683,5.369,5.3954,19.1762,99.7738,7038.61,7022.68,0.0013626759969305698
US3ZKWDEEKGY,United States,North America,Energy,BBB+,AUD,2024-10-17,2041-09-04,16.8936,6.6722,6.7818,12.6702,98.5229,2020.24,1990.4,0.00038621584698300454
MESPENGWYX9T,Mexico,North America,Industrial,A+,USD,2025-12-23,2053-02-27,27.2023,3.9112,5.315,20.4017,69.9077,5003.06,3497.53,0.0006786583155639408
FRRFLQBMAE38,France,Europe,Utility,BBB,AUD,2025-02-20,2035-03-17,10.0754,7.8881,7.4908,7.5565,101.7337,2845.62,2894.96,0.0005617360472176039
SISRYO4RCB1K,Singapore,Asia,Corporate,AA+,USD,2022-02-26,2029-08-07,7.4495,6.095,4.0617,5.5871,111.4456,2732.85,3045.64,0.0005909738907783952
KRJTGQ01TEE1,South Korea,Asia,Financial,AAA,USD,2024-12-30,2030-11-21,5.8975,3.3043,3.6622,4.4231,99.048,7478.49,7407.29,0.0014373054567919713
CA3N3BZT9D31,Canada,North America,Government,BBB+,EUR,2024-11-23,2032-07-11,7.6367,6.6428,6.673,5.7276,99.2596,5658.73,5616.84,0.00108988777028136
MEK9QM3P91I3,Mexico,North America,Industrial,AA+,EUR,2023-02-18,2040-01-21,16.9348,3.7364,3.6607,12.7011,100.5995,827.38,832.34,0.00016150668110823652
QAVMZWFFHHCM,Qatar,Middle East,Financial,BBB-,AUD,2023-12-15,2039-06-24,15.5354,7.0591,8.9839,11.6516,77.4943,5168.47,4005.27,0.0007771798359352987
TUKTLZKJ49YD,Turkey,Europe,Technology,BB+,USD,2021-06-14,2037-03-23,15.7851,9.0751,8.7682,11.8388,101.4342,6220.11,6309.32,0.001224256113186701
SW82795E5IZ3,Switzerland,Europe,Industrial,AA,USD,2026-01-01,2031-01-21,5.0594,2.6206,3.6438,3.7945,95.3229,3463.04,3301.07,0.0006405373522910907
US1YRUJOQW5D,United States,North America,Industrial,BB-,CAD,2025-01-02,2027-07-16,2.5353,10.619,9.5395,1.9014,103.4786,8288.08,8576.39,0.0016641568166733168
MESK7N8LA100,Mexico,North America,Communications,BBB,EUR,2022-07-03,2052-03-20,29.7353,9.1072,8.1541,22.3015,121.7692,3298.88,4017.02,0.0007794597978535313
USQXMCTHPHJ3,United States,North America,Utility,BBB,EUR,2025-12-07,2029-11-11,3.9328,8.6545,7.9002,2.9496,103.4138,8536.25,8827.66,0.001712913074647302
TUMUURMYBD2Q,Turkey,Europe,Technology,BBB,EUR,2022-10-21,2032-08-24,9.8494,7.179,7.8542,7.387,94.8679,3813.8,3618.07,0.0007020478142553252
USE4PA8HYEXF,United States,North America,Industrial,AA+,USD,2025-05-04,2030-02-28,4.8264,3.5489,3.7684,3.6198,100.6607,7217.32,7265.01,0.001409697543453576
CA7JXJN6FOKZ,Canada,North America,Corporate,BB-,EUR,2022-09-21,2030-08-17,7.9111,10.3745,9.5015,5.9334,104.5494,9327.67,9752.02,0.0018922752532632636
NEIXZAREIYAZ,Netherlands,Europe,Industrial,A-,USD,2022-11-17,2031-03-15,8.3288,4.9139,6.2968,6.2466,90.6601,7338.02,6652.65,0.0012908756302408987
AU39PECN0DL5,Australia,Asia,Corporate,AA-,EUR,2025-11-18,2029-11-20,4.0097,2.7683,5.2918,3.0073,94.2118,2729.21,2571.24,0.0004989216410754524
MEE11E9FTAXP,Mexico,North America,Energy,AA-,USD,2022-03-29,2045-12-07,23.7097,4.1142,4.4385,17.7823,93.2703,4323.24,4032.3,0.0007824247185437948
US0WFOY4DD1V,United States,North America,Corporate,BB-,USD,2025-07-07,2035-03-29,9.7327,10.1577,9.9679,7.2996,102.2864,4936.2,5049.06,0.0009797161296061139
USN8LFJDTVV2,United States,North America,Communications,BB-,CAD,2021-10-27,2046-12-14,25.148,9.3761,9.8643,18.861,91.8195,8972.79,8238.77,0.0015986452640917245
GEY4XKSS0KB6,Germany,Europe,Energy,BBB+,AUD,2021-08-09,2026-02-06,4.5001,6.7465,6.6681,3.3751,99.7096,9336.62,9309.51,0.0018064109172260603
CH8RERVT997E,China,Asia,Corporate,A-,USD,2023-03-29,2049-09-25,26.5143,6.7416,6.5443,19.8857,103.3061,7927.33,8189.41,0.0015890674836420253
RU4UNY181ACJ,Russia,Europe,Government,A+,USD,2023-07-08,2036-04-15,12.7834,3.8981,5.342,9.5875,83.8608,2484.39,2083.43,0.0004042673241960415
USBC2SWSOZCT,United States,North America,Utility,A-,EUR,2025-03-26,2038-11-19,13.6621,6.6892,7.3108,10.2466,94.5642,7439.72,7035.31,0.0013651267134435299
ITWJLSH3TOW4,Italy,Europe,Industrial,A-,EUR,2021-07-10,2031-10-13,10.2684,6.4756,6.3373,7.7013,100.7252,4947.46,4983.34,0.000966963866008986
SPYCZ04CDPQV,Spain,Europe,Utility,BB+,USD,2025-12-30,2029-08-14,3.6266,10.0948,8.6149,2.7199,104.3236,2797.94,2918.92,0.0005663852291376767
CHL00EZZF8S2,Chile,Latin America,Energy,AAA,USD,2025-04-05,2038-10-31,13.582,3.9615,3.1825,10.1865,105.5252,6153.75,6493.76,0.0012600447239270276
MEZGE2J51B3J,Mexico,North America,Government,AA-,USD,2025-12-29,2039-02-12,13.1341,6.0759,5.3577,9.8506,107.513,1692.73,1819.9,0.0003531321442546071
MECZUCQMRUNJ,Mexico,North America,Technology,BBB,USD,2021-07-02,2030-12-06,9.4363,8.4907,7.5098,7.0772,106.1995,5420.63,5756.68,0.0011170222276980118
CADU0ISB5IQN,Canada,North America,Utility,BB+,EUR,2022-11-22,2040-03-26,17.3547,8.8306,8.5867,13.016,102.9521,4281.05,4407.43,0.0008552146857256349
MEF74T60PLOZ,Mexico,North America,Industrial,BBB,CAD,2022-12-15,2041-10-31,18.8922,8.0691,8.2449,14.1691,99.1698,1049.52,1040.81,0.0002019580565204888
SAJCNS6G298C,Saudi Arabia,Middle East,Technology,A+,USD,2022-08-11,2042-10-27,20.2268,4.2536,4.8699,15.1701,90.2745,6412.93,5789.24,0.0011233401477029185
HOQK4LTAHUKW,Hong Kong,Asia,Financial,BB+,AUD,2023-05-01,2040-01-30,16.7634,9.9217,8.3411,12.5726,118.8564,2969.1,3528.96,0.000684756971146073
CAQVR1H61IAO,Canada,North America,Communications,A,USD,2024-12-24,2051-11-20,26.924,7.6712,6.5573,20.193,122.4891,2687.38,3291.75,0.0006387289059014797
USIM458AX40D,United States,North America,Corporate,A,USD,2021-12-12,2030-09-18,8.773,7.0412,6.3865,6.5798,104.4921,7728.12,8075.27,0.0015669198365486571
GBTIRC9ZD76S,United Kingdom,Europe,Energy,A,USD,2022-11-15,2030-09-21,7.8572,5.9835,5.5807,5.8929,102.384,4222.65,4323.32,0.0008388940391773327
POZN9DDE3CUP,Poland,Europe,Communications,AA-,AUD,2021-08-08,2051-06-09,29.8549,5.1404,5.0925,22.3912,101.4058,2965.65,3007.34,0.0005835421851215178
GB8IJL2Z0LJC,United Kingdom,Europe,Technology,A-,USD,2022-06-13,2024-10-23,2.3648,6.1932,6.7744,1.7736,98.9959,9784.43,9686.18,0.001879499704948673
HOH2VFFQOT8H,Hong Kong,Asia,Corporate,BBB+,EUR,2021-11-09,2032-07-12,10.68,8.6785,7.286,8.01,112.329,2045.65,2297.86,0.00044587517390894636
NELJEFY3ZB4L,Netherlands,Europe,Industrial,A,EUR,2022-01-06,2047-05-22,25.3914,6.1018,6.3092,19.0436,96.6775,2609.72,2523.01,0.0004895631250485281
CADIMSYJ9BOQ,Canada,North America,Technology,BBB+,GBP,2023-02-03,2032-03-11,9.107,6.3456,6.3653,6.8302,99.3785,6793.12,6750.91,0.0013099419330566897
US0IQ2FA39E3,United States,North America,Energy,BBB+,AUD,2025-12-19,2054-09-06,28.7357,4.7247,6.3279,21.5518,65.6944,9533.82,6263.19,0.0012153050797153759
GENWXUJ3AC6P,Germany,Europe,Corporate,BB-,USD,2023-04-08,2041-01-17,17.7941,10.7014,9.5752,13.3456,114.7561,9071.25,10409.81,0.002019912372428733
PEE63LBQGU3O,Peru,Latin America,Utility,A-,USD,2026-01-12,2034-03-18,8.1839,5.8558,6.7207,6.1379,94.3265,7332.02,6916.03,0.0013419817042855048
SPBYGHGK5BWI,Spain,Europe,Financial,BB,EUR,2024-05-27,2034-04-22,9.9099,9.1484,8.2692,7.4324,106.3822,8535.57,9080.33,0.0017619409876583527
ITKOTCKEH5SW,Italy,Europe,Technology,BBB-,JPY,2023-03-21,2040-06-13,17.2462,7.7374,7.3738,12.9346,105.5903,2467.22,2605.15,0.0005055015141518158
CA2292MTR6SN,Canada,North America,Technology,AA,USD,2022-10-01,2036-03-15,13.4635,5.1891,4.2896,10.0977,109.8268,3849.72,4228.03,0.0008204040331187462
AUGLH62C9T19,Australia,Asia,Government,AAA,USD,2025-07-22,2035-06-16,9.9092,4.0826,3.4164,7.4319,106.6201,6109.1,6513.52,0.0012638789407359021
CA9DXJ37C9H4,Canada,North America,Industrial,BBB,AUD,2023-04-14,2031-08-11,8.3315,7.6873,8.7172,6.2486,92.8153,514.0,477.07,9.257033466649013e-05
NE2M44GV3Z6B,Netherlands,Europe,Financial,AA-,EUR,2022-07-30,2048-04-24,25.7559,5.6632,5.4269,19.3169,103.9944,3078.67,3201.64,0.0006212440234800374
MEZ8UUG95RLR,Mexico,North America,Technology,A,USD,2023-06-16,2031-08-16,8.1737,7.8268,6.3671,6.1303,107.2284,6779.64,7269.7,0.0014106075878277471
MEDIHSA7HEZ7,Mexico,North America,Corporate,BBB-,USD,2025-08-16,2035-02-24,9.5326,8.3895,8.2842,7.1494,99.1644,7287.03,7226.14,0.0014021552353887501
IN4LAV71448N,India,Asia,Government,AAA,EUR,2023-04-18,2030-02-08,6.8185,4.9784,3.8965,5.1139,106.5284,4886.3,5205.3,0.0010100328317426816
UA7ODKEF828X,UAE,Middle East,Technology,BB-,JPY,2024-03-25,2033-11-24,9.674,8.7071,9.8209,7.2555,92.6558,4635.58,4295.13,0.0008334240709666963
GEG8Y72IVGLY,Germany,Europe,Financial,BBB-,USD,2023-03-02,2047-03-01,24.0138,8.1714,8.5706,18.0103,93.111,8076.7,7520.3,0.0014592338394625649
FRE088O98BV7,France,Europe,Industrial,A-,USD,2023-11-07,2045-07-27,21.7364,6.8001,6.7503,16.3023,100.8185,7325.31,7385.27,0.0014330327111375472
HO8HU7F0I9G5,Hong Kong,Asia,Communications,AA,AUD,2021-12-30,2030-05-04,8.3484,3.0527,4.1698,6.2613,91.9932,8778.43,8075.56,0.0015669761079491922
SPDZX5QJICJD,Spain,Europe,Communications,A-,USD,2021-10-20,2049-12-20,28.1883,5.8951,6.5349,21.1412,85.4721,3853.11,3293.33,0.0006390354880147399
GEAN085RNTDR,Germany,Europe,Industrial,BBB,JPY,2023-11-21,2042-10-30,18.9541,6.2454,6.9491,14.2156,90.9291,4611.29,4193.0,0.0008136068360127301
SP5XYFC4KL8C,Spain,Europe,Financial,AA+,USD,2025-07-12,2038-03-14,12.6803,5.8403,4.6936,9.5103,109.7192,4474.17,4909.03,0.000952544804720146
INGN0T6DVWRB,Indonesia,Asia,Utility,BB-,USD,2025-05-01,2053-08-31,28.3556,8.4322,9.7605,21.2667,71.8286,9721.43,6982.76,0.0013549299475879445
CA7F6FDHGZZ0,Canada,North America,Government,A+,USD,2021-07-07,2039-10-20,18.3011,5.1383,5.1014,13.7258,100.8967,7531.53,7599.07,0.0014745183160837722
TUJKIBU4FMPK,Turkey,Europe,Corporate,A,AUD,2022-09-16,2041-08-06,18.9018,7.1103,7.227,14.1764,97.6235,7110.08,6941.11,0.0013468482102352304
GBXVHAGKC4LO,United Kingdom,Europe,Technology,AA+,USD,2023-02-24,2025-07-27,2.4231,3.2574,4.4057,1.8173,98.732,3472.62,3428.59,0.0006652812453815613
CARXDTG5NQJQ,Canada,North America,Industrial,AA-,CAD,2025-08-04,2030-07-21,4.9654,4.4729,5.769,3.724,95.6807,9421.04,9014.12,0.001749093644798252
CAIJC1YDMT8V,Canada,North America,Utility,AA+,USD,2022-04-15,2025-09-11,3.4137,3.766,4.0219,2.5603,99.0179,9597.02,9502.76,0.0018439090143067807
